player_name,team,opponent,round,season,position,mins_played,tries,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two,source_file,last_updated,data_complete
Will Penisini,Eels,Storm,1,2026,Centre,80:00,0,0,13,157,52,0,2,0,0,0,6,4,0,3.75s,0,0,1,3,15,0.23,69.23,9,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Brian Kelly,Eels,Storm,1,2026,Centre,80:00,0,0,14,112,25,0,0,0,0,0,4,0,0,4.42s,1,6,1,3,14,0.21,85.71,18,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sean Russell,Eels,Storm,1,2026,Winger,80:00,1,4,14,112,23,0,1,0,0,0,4,0,0,3.55s,0,0,2,0,15,,87.5,7,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jonah Pezet,Eels,Storm,1,2026,Five-Eighth,80:00,0,0,7,37,1,0,0,0,0,0,0,0,0,-,0,0,0,31,36,4.43,84.0,21,3,0,0,3,82,0,1,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Mitchell Moses,Eels,Storm,1,2026,Halfback,80:00,0,0,7,45,5,0,0,1,0,0,1,0,0,2.88s,1,6,1,25,35,3.57,87.1,27,2,0,0,7,198,0,3,0,2,1,0,1,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
J'maine Hopgood,Eels,Storm,1,2026,Prop,54:00,0,0,9,64,32,0,0,0,0,0,0,9,0,2.99s,0,0,1,6,16,0.67,97.87,46,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,64:27,-,see prior STATUS.md entries,2026-06-21,True
Ryley Smith,Eels,Storm,1,2026,Hooker,55:00,0,0,2,13,0,0,0,0,0,0,0,0,0,-,2,13,0,51,51,25.5,83.67,41,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,30:36,24:25,see prior STATUS.md entries,2026-06-21,True
Junior Paulo,Eels,Storm,1,2026,Prop,56:00,0,0,8,62,26,0,0,0,0,0,2,8,0,3.64s,0,0,0,5,13,0.63,86.96,40,5,0,0,0,0,0,0,0,1,2,0,0,0,0,0,30:35,25:11,see prior STATUS.md entries,2026-06-21,True
Jack Williams,Eels,Storm,1,2026,2nd Row,80:00,0,0,10,95,40,0,0,0,0,0,1,10,0,3.24s,0,0,0,3,12,0.3,95.65,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kitione Kautoga,Eels,Storm,1,2026,2nd Row,80:00,0,0,13,121,62,0,0,0,0,0,1,13,0,3.61s,0,0,1,1,16,0.08,88.24,30,3,0,0,0,0,0,0,0,2,1,0,2,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jack De Belin,Eels,Storm,1,2026,Lock,51:00,0,0,5,50,16,0,0,0,0,0,0,5,0,3.46s,0,0,0,5,10,1.0,93.75,45,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20:14,31:07,see prior STATUS.md entries,2026-06-21,True
Dylan Walker,Eels,Storm,1,2026,Interchange,50:00,0,0,10,68,9,0,0,0,0,0,0,4,0,4.09s,0,0,1,17,21,1.7,91.43,32,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34:35,15:33,see prior STATUS.md entries,2026-06-21,True
Sam Tuivaiti,Eels,Storm,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Matt Doorey,Eels,Storm,1,2026,Interchange,18:00,0,0,5,33,11,0,0,0,0,0,0,5,0,4.45s,0,0,0,2,7,0.4,86.67,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18:18,-,see prior STATUS.md entries,2026-06-21,True
Tallyn Da Silva,Eels,Storm,1,2026,Interchange,25:00,0,0,4,24,7,0,0,0,0,0,0,2,0,3.17s,2,18,0,45,49,11.25,90.91,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17:05,07:54,see prior STATUS.md entries,2026-06-21,True
Kelma Tuilagi,Eels,Storm,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Joash Papalii,Eels,Storm,1,2026,Interchange,10:00,0,0,2,18,2,17,0,0,0,0,0,0,0,4.48s,0,0,0,4,6,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08:54,-,see prior STATUS.md entries,2026-06-21,True
William Kennedy,Sharks,Titans,1,2026,Fullback,80:00,1,4,11,110,16,1,0,1,1,0,5,2,0,3.83s,0,0,0,19,28,1.73,69.23,9,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sione Katoa,Sharks,Titans,1,2026,Winger,80:00,1,4,21,184,46,35,2,0,0,0,9,0,0,4.28s,1,4,1,0,21,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jesse Ramien,Sharks,Titans,1,2026,Centre,80:00,2,8,15,149,44,4,2,0,1,0,3,0,0,4.17s,0,0,1,3,16,0.2,87.5,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
KL Iro,Sharks,Titans,1,2026,Centre,80:00,0,0,16,130,42,0,0,0,0,0,0,1,0,4.1s,0,0,2,4,19,0.25,82.35,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Samuel Stonestreet,Sharks,Titans,1,2026,Winger,80:00,0,0,13,97,33,5,0,0,1,0,3,0,0,3.34s,0,0,1,1,16,0.08,77.78,7,2,0,2,0,0,0,0,0,2,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Braydon Trindall,Sharks,Titans,1,2026,Five-Eighth,80:00,2,8,6,55,2,0,1,2,4,0,1,0,0,5.25s,1,9,0,32,52,5.33,85.71,6,1,0,2,14,375,1,7,2,2,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nicholas Hynes,Sharks,Titans,1,2026,Halfback,80:00,2,22,12,101,11,0,2,0,0,0,5,0,0,4.07s,1,4,1,22,32,1.83,100.0,16,0,0,0,2,63,1,0,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Addin Fonua-Blake,Sharks,Titans,1,2026,Prop,53:00,0,0,18,200,80,35,0,0,0,0,3,15,0,3.5s,0,0,1,2,19,0.11,96.55,28,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28:10,24:48,see prior STATUS.md entries,2026-06-21,True
Blayke Brailey,Sharks,Titans,1,2026,Hooker,80:00,0,0,8,79,14,0,0,1,1,0,2,1,0,3.52s,7,79,1,123,130,15.38,91.84,45,2,0,0,1,4,0,0,1,1,1,2,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Hazelton,Sharks,Titans,1,2026,Prop,35:00,0,0,6,52,19,0,0,0,0,0,0,6,0,3.45s,0,0,0,1,7,0.17,92.86,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:45,07:47,see prior STATUS.md entries,2026-06-21,True
Briton Nikora,Sharks,Titans,1,2026,2nd Row,80:00,1,4,6,48,17,0,0,0,0,0,0,6,0,3.65s,0,0,1,1,7,0.17,86.67,26,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Billy Burns,Sharks,Titans,1,2026,2nd Row,80:00,0,0,7,66,24,0,0,0,0,0,3,7,0,4.28s,0,0,1,1,8,0.14,86.49,32,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jesse Colquhoun,Sharks,Titans,1,2026,Lock,47:00,0,0,9,76,29,0,0,0,0,0,0,9,0,4.17s,0,0,0,5,14,0.56,97.06,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29:54,17:00,see prior STATUS.md entries,2026-06-21,True
Siosifa Talakai,Sharks,Titans,1,2026,Interchange,30:00,0,0,8,87,46,16,0,0,0,0,0,7,0,3.7s,0,0,0,1,9,0.13,90.91,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,25:19,05:00,see prior STATUS.md entries,2026-06-21,True
Toby Rudolf,Sharks,Titans,1,2026,Interchange,26:00,0,0,7,64,27,32,0,0,0,0,0,5,0,3.13s,0,0,0,0,7,,89.47,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26:05,-,see prior STATUS.md entries,2026-06-21,True
Oregon Kaufusi,Sharks,Titans,1,2026,Interchange,27:00,0,0,7,66,23,19,0,0,0,0,3,5,0,3.05s,0,0,1,0,7,,100.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:02,-,see prior STATUS.md entries,2026-06-21,True
Braden Uele,Sharks,Titans,1,2026,Interchange,22:00,0,0,6,62,28,10,0,0,0,0,0,5,0,2.88s,0,0,0,0,7,,84.62,11,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,22:10,-,see prior STATUS.md entries,2026-06-21,True
Hohepa Puru,Sharks,Titans,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Chris Vea'ila,Sharks,Titans,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Keano Kini,Titans,Sharks,1,2026,Fullback,80:00,0,0,17,100,21,29,0,1,1,0,4,0,0,3.82s,2,21,2,13,30,0.76,70.0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sialetili Faeamani,Titans,Sharks,1,2026,Winger,80:00,1,4,14,152,49,0,1,0,0,0,4,0,0,3.9s,0,0,0,3,19,0.21,,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jojo Fifita,Titans,Sharks,1,2026,Centre,80:00,0,0,9,74,30,0,0,0,0,0,0,0,0,3.35s,0,0,2,5,11,0.56,76.47,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Max Feagai,Titans,Sharks,1,2026,Centre,80:00,0,0,7,68,34,0,0,0,0,0,1,0,0,3.49s,0,0,0,0,7,,80.0,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Phillip Sami,Titans,Sharks,1,2026,Winger,80:00,0,0,11,102,40,0,0,0,0,0,3,0,0,3.25s,0,0,0,1,13,0.09,50.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
AJ Brimson,Titans,Sharks,1,2026,Five-Eighth,80:00,0,0,5,19,5,0,0,0,0,0,2,0,0,3.94s,0,0,0,25,33,5.0,80.0,16,2,0,0,8,184,2,1,2,1,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Lachlan Ilias,Titans,Sharks,1,2026,Halfback,80:00,0,2,9,78,12,0,1,0,0,0,0,0,0,2.88s,0,0,0,37,53,4.11,85.71,24,3,0,0,11,244,1,5,2,3,1,2,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Moeaki Fotuaika,Titans,Sharks,1,2026,Prop,45:00,0,0,11,103,32,8,0,0,0,0,3,10,0,3.59s,0,0,0,1,12,0.09,96.43,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23:14,21:51,see prior STATUS.md entries,2026-06-21,True
Sam Verrills,Titans,Sharks,1,2026,Hooker,62:00,1,4,6,36,8,0,1,0,0,0,1,1,0,4.3s,5,36,0,71,77,11.83,88.64,39,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61:53,-,see prior STATUS.md entries,2026-06-21,True
Tino Fa'asuamaleaui,Titans,Sharks,1,2026,Prop,49:00,0,0,12,90,35,0,0,0,0,0,0,12,0,3.72s,0,0,1,3,15,0.25,93.1,27,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27:25,21:48,see prior STATUS.md entries,2026-06-21,True
Arama Hau,Titans,Sharks,1,2026,2nd Row,80:00,0,0,11,65,27,0,0,1,0,0,2,11,0,4.49s,0,0,1,0,11,,88.57,31,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Beau Fermor,Titans,Sharks,1,2026,2nd Row,80:00,0,0,8,70,24,0,0,0,0,0,1,8,0,4.33s,0,0,0,1,9,0.13,90.91,40,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Chris Randall,Titans,Sharks,1,2026,Lock,49:00,0,0,6,47,17,0,0,0,0,0,0,6,0,2.75s,0,0,0,23,29,3.83,96.55,28,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,30:32,18:07,see prior STATUS.md entries,2026-06-21,True
Kurtis Morrin,Titans,Sharks,1,2026,Interchange,27:00,0,0,6,41,13,0,0,0,0,0,0,6,0,4.8s,0,0,0,2,10,0.33,83.33,15,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,27:37,-,see prior STATUS.md entries,2026-06-21,True
Tukimihia Simpkins,Titans,Sharks,1,2026,Interchange,31:00,0,0,6,40,10,8,0,0,0,0,0,4,0,3.14s,0,0,0,2,8,0.33,90.0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:47,-,see prior STATUS.md entries,2026-06-21,True
Klese Haas,Titans,Sharks,1,2026,Interchange,29:00,0,0,5,44,14,0,0,0,0,0,0,5,0,3.39s,0,0,0,0,5,,86.36,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:46,-,see prior STATUS.md entries,2026-06-21,True
Cooper Bai,Titans,Sharks,1,2026,Interchange,28:00,0,0,6,51,16,0,0,0,0,0,2,5,0,2.37s,0,0,1,3,8,0.5,76.47,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:00,-,see prior STATUS.md entries,2026-06-21,True
Luke Sommerton,Titans,Sharks,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Zane Harrison,Titans,Sharks,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Reece Walsh,Broncos,Panthers,1,2026,Fullback,80:00,0,0,13,84,19,2,1,0,0,0,3,0,0,4.55s,1,12,2,19,34,1.46,60.0,3,1,0,2,3,87,0,1,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Josiah Karapani,Broncos,Panthers,1,2026,Winger,80:00,0,0,16,164,65,35,0,0,0,0,3,2,0,3.33s,0,0,0,1,19,0.06,66.67,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kotoni Staggs,Broncos,Panthers,1,2026,Centre,80:00,0,0,12,100,39,0,0,0,0,0,1,0,0,3.42s,0,0,2,1,13,0.08,84.21,16,1,0,0,0,0,0,0,0,2,1,2,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Gehamat Shibasaki,Broncos,Panthers,1,2026,Centre,80:00,0,0,11,80,27,0,0,0,0,0,2,1,0,3.67s,1,8,0,3,13,0.27,86.67,13,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Deine Mariner,Broncos,Panthers,1,2026,Winger,80:00,0,0,13,125,38,20,0,0,0,0,4,0,0,3.14s,0,0,0,1,15,0.08,100.0,3,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Ezra Mam,Broncos,Panthers,1,2026,Interchange,50:00,0,0,9,82,29,0,0,0,0,0,1,0,0,3.16s,0,0,0,11,17,1.22,84.21,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:00,-,see prior STATUS.md entries,2026-06-21,True
Adam Reynolds,Broncos,Panthers,1,2026,Halfback,80:00,0,0,5,29,3,0,0,0,0,0,0,0,0,5.88s,0,0,0,27,36,5.4,74.07,20,6,0,0,6,248,0,0,0,1,0,0,3,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Corey Jensen,Broncos,Panthers,1,2026,Prop,20:00,0,0,3,15,4,0,0,0,0,0,0,3,0,4.04s,0,0,0,0,3,,92.86,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:34,-,see prior STATUS.md entries,2026-06-21,True
Cory Paix,Broncos,Panthers,1,2026,Hooker,42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,49,49,,92.86,26,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,29:55,11:49,see prior STATUS.md entries,2026-06-21,True
Payne Haas,Broncos,Panthers,1,2026,Prop,78:00,0,0,14,125,52,0,0,0,0,0,2,14,0,2.96s,0,0,2,2,16,0.14,94.87,37,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28:15,50:06,see prior STATUS.md entries,2026-06-21,True
Jack Gosiewski,Broncos,Panthers,1,2026,2nd Row,59:00,0,0,8,57,21,0,0,0,0,0,0,8,0,3.59s,0,0,0,1,9,0.13,87.5,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58:31,-,see prior STATUS.md entries,2026-06-21,True
Jordan Riki,Broncos,Panthers,1,2026,2nd Row,80:00,0,0,11,99,51,0,0,0,0,0,1,11,0,4.36s,0,0,0,0,13,,88.89,40,2,0,0,1,15,0,0,0,3,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Patrick Carrigan,Broncos,Panthers,1,2026,Lock,63:00,0,0,14,118,31,0,0,0,0,0,1,7,0,3.49s,0,0,0,14,21,1.0,88.24,45,4,0,1,0,0,0,0,0,1,1,1,0,0,0,0,53:39,09:25,see prior STATUS.md entries,2026-06-21,True
Ben Hunt,Broncos,Panthers,1,2026,Five-Eighth,80:00,0,0,2,34,3,0,0,0,0,0,2,1,0,3.24s,0,0,0,61,67,30.5,84.21,32,6,0,0,5,120,1,0,2,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Xavier Willison,Broncos,Panthers,1,2026,Interchange,41:00,0,0,5,47,23,13,0,0,0,0,0,4,0,3.57s,0,0,0,0,6,,87.5,21,2,0,1,0,0,0,0,0,2,1,0,0,0,0,0,10:20,30:34,see prior STATUS.md entries,2026-06-21,True
Ben Talty,Broncos,Panthers,1,2026,Interchange,27:00,0,0,6,43,9,0,0,0,0,0,0,6,0,3.6s,0,0,0,0,6,,100.0,18,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,11:46,14:32,see prior STATUS.md entries,2026-06-21,True
Aublix Tawha,Broncos,Panthers,1,2026,Interchange,21:00,0,0,3,34,9,0,0,0,0,0,0,3,0,2.44s,0,0,0,1,4,0.33,84.62,11,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21:00,-,see prior STATUS.md entries,2026-06-21,True
Grant Anderson,Broncos,Panthers,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Jaiyden Hunt,Broncos,Panthers,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Dylan Edwards,Panthers,Broncos,1,2026,Fullback,80:00,1,4,25,260,69,75,1,0,0,0,7,0,0,3.76s,3,32,1,17,41,0.68,100.0,6,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Paul Alamoti,Panthers,Broncos,1,2026,Winger,80:00,0,0,8,68,7,0,0,0,0,0,3,0,0,3.56s,0,0,1,7,11,0.88,93.33,14,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Izack Tago,Panthers,Broncos,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Casey McLean,Panthers,Broncos,1,2026,Centre,80:00,1,4,11,113,45,0,0,0,0,0,1,0,0,3.6s,0,0,0,5,14,0.45,66.67,6,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Brian To'o,Panthers,Broncos,1,2026,Winger,80:00,0,0,18,175,51,2,0,0,0,0,2,0,0,3.56s,0,0,0,1,19,0.06,66.67,4,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Blaize Talagi,Panthers,Broncos,1,2026,Five-Eighth,80:00,0,0,6,39,14,0,0,0,1,0,1,0,0,3.46s,1,10,1,20,28,3.33,90.48,19,0,0,0,2,26,0,0,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Nathan Cleary,Panthers,Broncos,1,2026,Halfback,80:00,0,10,12,75,26,0,0,0,1,0,1,0,0,3.9s,0,0,2,38,63,3.17,85.0,17,2,0,0,15,386,0,7,1,0,0,0,1,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Moses Leota,Panthers,Broncos,1,2026,Prop,44:00,0,0,12,110,42,0,0,0,0,0,1,12,0,2.99s,0,0,0,3,15,0.25,79.17,19,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,26:01,17:53,see prior STATUS.md entries,2026-06-21,True
Mitch Kenny,Panthers,Broncos,1,2026,Hooker,80:00,0,0,1,3,0,0,0,0,0,0,0,0,0,-,1,3,0,149,150,149.0,93.75,30,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Lindsay Smith,Panthers,Broncos,1,2026,Prop,46:00,0,0,14,120,33,37,0,0,0,0,1,11,0,3.69s,0,0,2,7,21,0.5,84.21,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:15,16:55,see prior STATUS.md entries,2026-06-21,True
Scott Sorensen,Panthers,Broncos,1,2026,Interchange,37:00,0,0,8,74,25,13,0,0,0,0,0,7,0,3.83s,0,0,0,0,8,,95.45,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:04,-,see prior STATUS.md entries,2026-06-21,True
Luke Garner,Panthers,Broncos,1,2026,2nd Row,48:00,0,0,10,132,32,0,1,0,0,0,5,10,0,3.77s,0,0,0,4,14,0.4,95.83,23,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,48:08,-,see prior STATUS.md entries,2026-06-21,True
Isaah Yeo,Panthers,Broncos,1,2026,Lock,64:00,0,0,17,165,63,12,0,0,0,0,1,14,0,3.59s,0,0,2,17,32,1.0,100.0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50:46,13:18,see prior STATUS.md entries,2026-06-21,True
Jack Cogger,Panthers,Broncos,1,2026,Interchange,29:00,0,0,6,47,10,0,0,0,0,0,0,5,0,3.17s,0,0,0,11,18,1.83,85.71,12,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29:00,-,see prior STATUS.md entries,2026-06-21,True
Isaiah Papali'i,Panthers,Broncos,1,2026,2nd Row,67:00,0,0,14,112,46,0,0,0,0,0,4,14,0,3.75s,0,0,1,0,16,,96.55,28,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,66:42,-,see prior STATUS.md entries,2026-06-21,True
Kalani Going,Panthers,Broncos,1,2026,Interchange,32:00,0,0,7,50,17,0,0,0,0,0,0,7,0,3.18s,0,0,0,1,9,0.14,83.33,10,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,32:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Jenkins,Panthers,Broncos,1,2026,Centre,80:00,2,8,18,202,46,20,0,0,1,0,8,0,0,2.82s,1,9,1,4,19,0.22,60.0,3,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Freddy Lussick,Panthers,Broncos,1,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Billy Phillips,Panthers,Broncos,1,2026,Interchange,33:00,0,0,10,81,25,0,0,0,0,0,2,9,0,3.55s,0,0,0,3,12,0.3,95.0,19,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,29:02,03:50,see prior STATUS.md entries,2026-06-21,True
Kalyn Ponga,Knights,Cowboys,1,2026,Fullback,80:00,0,8,18,157,37,40,1,0,2,0,8,0,0,3.3s,0,0,2,24,50,1.33,100.0,8,0,0,2,9,261,1,3,1,0,0,0,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Dominic Young,Knights,Cowboys,1,2026,Winger,80:00,1,4,19,195,68,42,1,1,1,0,9,0,0,3.85s,0,0,1,3,23,0.16,,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Dane Gagai,Knights,Cowboys,1,2026,Centre,80:00,0,0,13,109,25,0,1,1,1,0,5,0,0,3.59s,1,2,0,7,17,0.54,78.26,18,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Bradman Best,Knights,Cowboys,1,2026,Centre,80:00,1,4,17,174,72,2,0,0,0,0,0,0,0,3.88s,0,0,0,7,20,0.41,82.35,14,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Greg Marzhew,Knights,Cowboys,1,2026,Winger,80:00,1,4,20,198,74,0,1,0,0,0,7,0,0,2.97s,0,0,0,1,22,0.05,66.67,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Fletcher Sharpe,Knights,Cowboys,1,2026,Five-Eighth,26:00,1,4,5,39,3,0,0,1,1,0,5,0,0,3.14s,2,28,2,15,20,3.0,83.33,5,1,0,0,1,20,0,0,1,1,1,0,0,0,0,0,25:39,-,see prior STATUS.md entries,2026-06-21,True
