player_name,team,opponent,round,season,position,mins_played,tries,points,all_runs,all_run_metres,post_contact_metres,kick_return_metres,line_breaks,line_break_assists,try_assists,line_engaged_runs,tackle_breaks,hit_ups,play_the_ball,average_play_the_ball_speed,dummy_half_runs,dummy_half_run_metres,offloads,passes,receipts,passes_to_run_ratio,tackle_efficiency,tackles_made,missed_tackles,intercepts,kicks_defused,kicks,kicking_metres,forced_drop_outs,bomb_kicks,grubbers,errors,handling_errors,penalties,ruck_infringements,inside_10_metres,sin_bins,send_offs,stint_one,stint_two,source_file,last_updated,data_complete
Zac Hosking,Raiders,Roosters,14,2026,2nd Row,80:00,0,0,17,171,73,0,0,0,0,0,4,16,0,3.21s,0,0,1,2,19,0.12,91.43,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jayden Brailey,Raiders,Roosters,14,2026,Lock,40:00,0,0,8,61,13,0,0,0,0,0,0,4,0,3.13s,0,0,0,10,14,1.25,95.83,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:29,11:17,see prior STATUS.md entries,2026-06-21,True
Owen Pattie,Raiders,Roosters,14,2026,Interchange,22:00,0,0,6,68,27,0,0,0,0,0,4,1,0,4.15s,4,52,0,29,35,4.83,87.5,14,1,0,0,1,61,0,0,0,0,0,1,0,0,0,0,22:00,-,see prior STATUS.md entries,2026-06-21,True
Ata Mariota,Raiders,Roosters,14,2026,Interchange,42:00,0,0,9,83,41,13,0,0,0,0,2,8,0,3.66s,0,0,1,2,12,0.22,93.33,28,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,34:32,07:49,see prior STATUS.md entries,2026-06-21,True
Morgan Smithies,Raiders,Roosters,14,2026,Interchange,51:00,0,0,6,44,18,0,0,0,0,0,0,5,0,3.37s,0,0,0,5,10,0.83,91.89,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51:00,-,see prior STATUS.md entries,2026-06-21,True
Jed Stuart,Raiders,Roosters,14,2026,Interchange,65:00,0,0,12,64,20,9,0,0,0,0,1,1,0,3.64s,0,0,1,4,16,0.33,75.0,3,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,65:00,-,see prior STATUS.md entries,2026-06-21,True
Chevy Stewart,Raiders,Roosters,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Vena Patuki-Case,Raiders,Roosters,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
James Tedesco,Roosters,Raiders,14,2026,Fullback,80:00,0,0,19,170,59,51,0,0,0,0,5,0,0,3.86s,2,26,0,19,40,1.0,50.0,2,1,0,4,0,0,0,0,0,2,2,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Billy Smith,Roosters,Raiders,14,2026,Winger,80:00,0,0,23,220,85,21,2,0,1,0,2,3,0,3.33s,0,0,1,6,31,0.26,66.67,2,1,0,3,0,0,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Hugo Savala,Roosters,Raiders,14,2026,Centre,80:00,1,4,8,128,30,0,0,1,0,0,4,1,0,3.56s,0,0,0,9,16,1.13,75.0,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Robert Toia,Roosters,Raiders,14,2026,Centre,80:00,0,0,11,133,45,0,1,2,3,0,0,0,0,3.3s,0,0,1,5,14,0.45,78.57,22,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Daly Cherry-Evans,Roosters,Raiders,14,2026,Five-Eighth,80:00,0,0,9,81,20,0,0,0,0,0,3,0,0,3.56s,1,11,1,25,48,2.78,81.48,22,3,0,0,15,574,0,4,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sam Walker,Roosters,Raiders,14,2026,Halfback,80:00,0,6,15,119,26,0,0,2,2,0,4,1,0,3.23s,4,43,2,49,70,3.27,76.47,13,3,0,1,12,328,3,3,3,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Naufahu Whyte,Roosters,Raiders,14,2026,Prop,48:00,0,0,16,177,100,0,0,0,0,0,2,16,0,3.5s,0,0,0,1,17,0.06,83.87,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:28,19:32,see prior STATUS.md entries,2026-06-21,True
Reece Robson,Roosters,Raiders,14,2026,Interchange,43:00,1,4,5,40,4,2,1,0,0,0,2,2,0,3.45s,2,20,0,58,63,11.6,90.91,30,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,42:52,-,see prior STATUS.md entries,2026-06-21,True
Lindsay Collins,Roosters,Raiders,14,2026,Interchange,36:00,0,0,7,80,30,41,0,0,0,0,1,4,0,3.51s,0,0,0,0,7,,86.96,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35:15,-,see prior STATUS.md entries,2026-06-21,True
Angus Crichton,Roosters,Raiders,14,2026,2nd Row,80:00,0,0,14,95,43,0,0,0,0,0,1,14,0,3.27s,0,0,1,1,16,0.07,82.93,34,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Siua Wong,Roosters,Raiders,14,2026,2nd Row,80:00,0,0,11,110,56,0,0,0,0,0,1,10,0,2.69s,1,8,1,0,12,,88.68,47,2,0,0,0,0,0,0,0,1,1,2,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Victor Radley,Roosters,Raiders,14,2026,Lock,53:00,0,0,9,64,19,0,0,0,0,0,0,6,0,3.67s,1,7,0,16,22,1.78,74.29,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28:29,24:32,see prior STATUS.md entries,2026-06-21,True
Connor Watson,Roosters,Raiders,14,2026,Hooker,59:00,0,0,6,80,26,0,0,0,0,0,1,2,0,2.64s,4,58,0,53,61,8.83,95.24,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,55:28,03:13,see prior STATUS.md entries,2026-06-21,True
Spencer Leniu,Roosters,Raiders,14,2026,Prop,44:00,0,0,9,97,47,45,0,0,0,0,1,6,0,3.17s,0,0,1,1,10,0.11,94.12,32,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24:15,20:30,see prior STATUS.md entries,2026-06-21,True
Nat Butcher,Roosters,Raiders,14,2026,Interchange,29:00,0,0,10,102,39,15,0,0,0,0,0,9,0,3.07s,0,0,0,0,10,,100.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:46,-,see prior STATUS.md entries,2026-06-21,True
Salesi Foketi,Roosters,Raiders,14,2026,Interchange,09:00,0,0,2,21,12,0,0,0,0,0,0,2,0,3.94s,0,0,0,0,2,,88.89,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,09:00,-,see prior STATUS.md entries,2026-06-21,True
Egan Butcher,Roosters,Raiders,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Tom Rodwell,Roosters,Raiders,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Mark Nawaqanitawase,Roosters,Raiders,14,2026,Winger,80:00,3,12,16,185,73,33,2,1,0,0,7,1,0,3.98s,0,0,1,1,21,0.06,100.0,4,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Scott Drinkwater,Cowboys,Dolphins,14,2026,Fullback,80:00,0,0,12,116,18,10,1,1,1,0,2,0,0,2.99s,0,0,0,34,49,2.83,50.0,5,5,0,3,3,77,0,2,0,1,1,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Zac Laybutt,Cowboys,Dolphins,14,2026,Winger,80:00,0,0,13,91,30,8,0,1,0,0,0,1,0,3.64s,0,0,0,8,21,0.62,58.33,7,3,0,1,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jaxon Purdue,Cowboys,Dolphins,14,2026,Centre,80:00,0,0,15,108,36,0,0,0,0,0,4,1,0,3.84s,2,16,0,10,21,0.67,82.61,19,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Tom Chester,Cowboys,Dolphins,14,2026,Centre,80:00,2,8,14,123,38,0,2,0,0,0,2,1,0,3.87s,0,0,0,5,18,0.36,70.0,14,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Murray Taulagi,Cowboys,Dolphins,14,2026,Winger,76:00,1,4,16,139,52,59,1,0,0,0,4,0,0,3.47s,0,0,0,3,18,0.19,71.43,5,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,35:46,39:59,see prior STATUS.md entries,2026-06-21,True
Liam Sutton,Cowboys,Dolphins,14,2026,Five-Eighth,80:00,0,0,5,39,16,0,0,1,1,0,2,1,0,3.9s,0,0,1,26,31,5.2,94.59,35,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jake Clifford,Cowboys,Dolphins,14,2026,Halfback,80:00,0,2,7,53,19,0,0,1,1,0,0,0,0,3.24s,0,0,1,36,54,5.14,64.29,9,3,0,0,14,478,0,4,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Mikaele,Cowboys,Dolphins,14,2026,Prop,49:00,0,0,13,102,46,11,0,0,0,0,0,12,0,3.26s,0,0,1,1,14,0.08,89.29,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:30,23:33,see prior STATUS.md entries,2026-06-21,True
Reed Mahoney,Cowboys,Dolphins,14,2026,Hooker,50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,65,66,,87.5,35,2,0,0,1,47,0,0,0,2,1,1,0,0,0,0,49:56,-,see prior STATUS.md entries,2026-06-21,True
Jason Taumalolo,Cowboys,Dolphins,14,2026,Prop,49:00,0,0,15,138,58,9,0,0,0,0,1,12,0,4s,0,0,0,6,19,0.4,90.91,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24:31,23:41,see prior STATUS.md entries,2026-06-21,True
Heilum Luki,Cowboys,Dolphins,14,2026,2nd Row,80:00,0,0,16,162,69,0,0,0,0,0,1,16,0,3.48s,0,0,0,0,17,,88.89,40,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Sam McIntyre,Cowboys,Dolphins,14,2026,2nd Row,65:00,0,0,7,56,32,0,0,0,0,0,0,7,0,4.39s,0,0,0,1,7,0.14,95.45,42,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,64:43,-,see prior STATUS.md entries,2026-06-21,True
Reuben Cotter,Cowboys,Dolphins,14,2026,Lock,69:00,0,0,8,70,30,0,0,0,0,0,2,8,0,2.82s,0,0,0,6,14,0.75,82.26,51,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,68:59,-,see prior STATUS.md entries,2026-06-21,True
Soni Luke,Cowboys,Dolphins,14,2026,Interchange,30:00,0,0,3,14,0,0,0,0,0,0,0,1,0,3.26s,1,3,0,39,41,13.0,85.0,17,3,0,0,1,0,0,0,1,0,0,1,1,0,0,0,30:00,-,see prior STATUS.md entries,2026-06-21,True
Griffin Neame,Cowboys,Dolphins,14,2026,Interchange,31:00,0,0,7,63,24,0,0,0,0,0,0,7,0,3.58s,0,0,0,0,7,,92.31,24,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31:56,-,see prior STATUS.md entries,2026-06-21,True
Matthew Lodge,Cowboys,Dolphins,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Coen Hess,Cowboys,Dolphins,14,2026,Interchange,47:00,0,0,9,82,29,26,0,0,0,0,0,7,0,2.84s,0,0,2,0,9,,91.89,34,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,31:49,15:17,see prior STATUS.md entries,2026-06-21,True
Ethan King,Cowboys,Dolphins,14,2026,Interchange,15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,1,1,,66.67,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04:15,11:01,see prior STATUS.md entries,2026-06-21,True
Wiremu Greig,Cowboys,Dolphins,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Hamiso Tabuai-Fidow,Dolphins,Cowboys,14,2026,Fullback,80:00,1,4,19,193,59,55,0,0,0,0,4,1,0,4.01s,1,20,1,21,41,1.11,100.0,3,0,0,2,1,3,0,0,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jamayne Isaako,Dolphins,Cowboys,14,2026,Winger,80:00,1,16,16,163,64,0,1,0,0,0,4,0,0,3.18s,0,0,0,9,28,0.56,28.57,2,4,1,2,0,0,0,0,0,1,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jack Bostock,Dolphins,Cowboys,14,2026,Centre,80:00,0,0,22,186,70,0,0,1,2,0,1,0,0,3.28s,3,30,2,9,29,0.41,92.31,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Herbie Farnworth,Dolphins,Cowboys,14,2026,Centre,80:00,0,0,17,142,53,0,0,1,0,0,7,4,0,3.64s,0,0,6,4,21,0.24,95.0,19,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Selwyn Cobbo,Dolphins,Cowboys,14,2026,Winger,80:00,2,8,20,320,73,67,1,0,0,0,9,1,0,3.05s,0,0,1,1,22,0.05,75.0,3,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kodi Nikorima,Dolphins,Cowboys,14,2026,Five-Eighth,80:00,0,0,6,54,5,0,1,2,1,0,2,0,0,3.72s,1,10,2,32,38,5.33,95.0,19,1,0,0,2,20,0,1,0,0,0,0,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Isaiya Katoa,Dolphins,Cowboys,14,2026,Halfback,80:00,1,4,11,71,20,0,0,0,0,0,1,0,0,3.69s,0,0,0,39,64,3.55,88.46,23,2,0,0,18,511,2,8,2,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Flegler,Dolphins,Cowboys,14,2026,Prop,28:00,1,4,10,94,32,28,1,0,0,0,5,7,0,3.51s,0,0,2,0,10,,90.91,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19:53,07:46,see prior STATUS.md entries,2026-06-21,True
Max Plath,Dolphins,Cowboys,14,2026,Interchange,39:00,0,0,8,82,37,0,0,0,0,0,1,8,0,3.03s,0,0,0,12,21,1.5,95.83,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,38:54,-,see prior STATUS.md entries,2026-06-21,True
Francis Molo,Dolphins,Cowboys,14,2026,Prop,26:00,0,0,8,78,35,0,0,0,0,0,0,8,0,3.33s,0,0,1,0,8,,100.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19:52,05:54,see prior STATUS.md entries,2026-06-21,True
Connelly Lemuelu,Dolphins,Cowboys,14,2026,2nd Row,80:00,0,0,13,154,62,0,1,0,1,0,2,12,0,3.21s,0,0,0,5,17,0.38,90.63,29,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kulikefu Finefeuiaki,Dolphins,Cowboys,14,2026,2nd Row,80:00,0,0,15,147,70,0,0,0,0,0,0,15,0,3.61s,0,0,0,0,15,,89.19,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Morgan Knowles,Dolphins,Cowboys,14,2026,Lock,48:00,0,0,9,63,24,0,0,0,0,0,1,9,0,3.58s,0,0,0,5,15,0.56,93.55,29,2,0,1,0,0,0,0,0,1,1,2,0,0,0,0,30:32,16:35,see prior STATUS.md entries,2026-06-21,True
Jeremy Marshall-King,Dolphins,Cowboys,14,2026,Hooker,68:00,0,0,7,68,23,0,0,0,0,0,1,0,0,3.89s,7,68,0,95,102,13.57,94.29,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52:37,15:19,see prior STATUS.md entries,2026-06-21,True
Kurt Donoghoe,Dolphins,Cowboys,14,2026,Interchange,49:00,1,4,8,72,31,0,1,1,1,0,6,8,0,2.49s,0,0,0,28,35,3.5,93.1,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49:00,-,see prior STATUS.md entries,2026-06-21,True
Tom Gilbert,Dolphins,Cowboys,14,2026,Interchange,36:00,0,0,11,123,32,75,1,0,0,0,5,7,0,4.11s,0,0,0,0,12,,96.0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35:47,-,see prior STATUS.md entries,2026-06-21,True
Ray Stone,Dolphins,Cowboys,14,2026,Interchange,27:00,0,0,4,32,15,0,0,0,0,0,0,4,0,2.97s,0,0,0,1,5,0.25,100.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:00,-,see prior STATUS.md entries,2026-06-21,True
Felise Kaufusi,Dolphins,Cowboys,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Bradley Schneider,Dolphins,Cowboys,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Reece Walsh,Broncos,Titans,14,2026,Fullback,80:00,0,0,28,254,73,109,0,1,0,0,10,1,0,4.25s,1,0,0,21,44,0.75,100.0,3,0,0,4,2,43,0,2,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Josiah Karapani,Broncos,Titans,14,2026,Winger,80:00,0,0,21,251,92,8,3,0,0,0,3,1,0,3.24s,0,0,0,7,28,0.33,100.0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Kotoni Staggs,Broncos,Titans,14,2026,Centre,80:00,1,4,13,128,45,1,1,0,0,0,5,0,0,3.74s,2,18,1,5,19,0.38,69.23,9,2,0,0,1,14,1,0,1,1,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Grant Anderson,Broncos,Titans,14,2026,Centre,80:00,1,4,19,159,54,0,1,3,0,0,1,1,0,3.58s,2,3,2,6,25,0.32,75.0,9,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jesse Arthars,Broncos,Titans,14,2026,Winger,80:00,1,4,15,128,48,9,1,0,0,0,3,1,0,3.29s,0,0,0,6,25,0.4,100.0,2,0,0,3,0,0,0,0,0,3,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Thomas Duffy,Broncos,Titans,14,2026,Five-Eighth,45:00,0,0,7,46,9,0,0,1,1,0,0,0,0,3.41s,0,0,0,25,29,3.57,95.24,20,1,0,0,1,19,0,1,0,0,0,0,0,0,0,0,15:27,29:12,see prior STATUS.md entries,2026-06-21,True
Adam Reynolds,Broncos,Titans,14,2026,Halfback,80:00,0,7,2,11,0,0,0,1,1,0,0,0,0,-,0,0,0,46,64,23.0,77.27,17,4,0,1,16,592,0,2,0,2,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Preston Riki,Broncos,Titans,14,2026,Prop,33:00,0,0,7,71,28,12,0,0,0,0,1,6,0,3.32s,0,0,2,1,7,0.14,100.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25:44,07:51,see prior STATUS.md entries,2026-06-21,True
Cory Paix,Broncos,Titans,14,2026,Hooker,57:00,0,0,5,31,13,0,0,0,0,0,0,1,0,4.05s,4,29,0,67,71,13.4,94.12,32,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32:47,24:41,see prior STATUS.md entries,2026-06-21,True
Payne Haas,Broncos,Titans,14,2026,Prop,80:00,0,0,18,188,87,12,0,0,0,0,3,17,0,2.89s,0,0,2,2,20,0.11,86.84,33,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Brendan Piakura,Broncos,Titans,14,2026,2nd Row,80:00,1,4,18,150,56,0,1,1,1,0,4,18,0,3.4s,0,0,1,0,19,,83.78,31,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jack Gosiewski,Broncos,Titans,14,2026,2nd Row,73:00,0,0,10,79,31,0,0,1,1,0,0,9,0,2.96s,0,0,0,1,10,0.1,88.89,32,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,72:09,-,see prior STATUS.md entries,2026-06-21,True
Xavier Willison,Broncos,Titans,14,2026,Lock,63:00,0,0,21,222,96,40,0,0,0,0,3,18,0,3.42s,0,0,0,3,24,0.14,100.0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34:25,29:30,see prior STATUS.md entries,2026-06-21,True
Ben Hunt,Broncos,Titans,14,2026,Interchange,47:00,0,0,4,33,4,0,0,0,0,0,0,0,0,2.76s,1,7,0,52,54,13.0,91.43,32,3,0,0,1,40,0,0,0,0,0,0,0,0,0,0,47:00,-,see prior STATUS.md entries,2026-06-21,True
Ben Talty,Broncos,Titans,14,2026,Interchange,30:00,0,0,4,39,22,0,0,0,0,0,0,4,0,3.38s,0,0,0,0,4,,93.1,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29:35,-,see prior STATUS.md entries,2026-06-21,True
Va'a Semu,Broncos,Titans,14,2026,Interchange,17:00,0,0,2,20,8,14,0,0,0,0,1,1,0,4.08s,0,0,0,0,2,,90.91,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16:05,-,see prior STATUS.md entries,2026-06-21,True
Aublix Tawha,Broncos,Titans,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Ezra Mam,Broncos,Titans,14,2026,Interchange,35:00,0,0,6,100,19,0,1,0,0,0,3,0,0,3.21s,0,0,0,16,22,2.67,87.5,7,1,0,0,3,48,1,1,2,0,0,1,0,0,0,0,19:19,-,see prior STATUS.md entries,2026-06-21,True
Hayze Perham,Broncos,Titans,14,2026,Reserve,-,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,see prior STATUS.md entries,2026-06-21,True
Keano Kini,Titans,Broncos,14,2026,Fullback,80:00,1,4,21,222,58,90,0,0,0,0,4,1,0,3.73s,0,0,0,13,36,0.62,66.67,4,2,0,3,1,21,0,0,0,2,2,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jensen Taumoepeau,Titans,Broncos,14,2026,Winger,80:00,0,0,14,121,49,0,0,0,0,0,2,3,0,2.85s,0,0,0,0,14,,71.43,5,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jojo Fifita,Titans,Broncos,14,2026,Centre,80:00,0,0,11,112,42,0,0,0,0,0,3,0,0,3.65s,0,0,0,5,14,0.45,96.88,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
AJ Brimson,Titans,Broncos,14,2026,Centre,80:00,0,0,10,116,43,0,0,1,1,0,3,0,0,3.57s,0,0,1,10,21,1.0,80.0,16,3,0,1,1,8,0,0,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Phillip Sami,Titans,Broncos,14,2026,Winger,80:00,1,4,24,271,68,2,1,0,0,0,3,0,0,3.84s,0,0,1,3,26,0.12,75.0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Jayden Campbell,Titans,Broncos,14,2026,Five-Eighth,80:00,2,16,7,108,6,10,2,0,0,0,3,0,0,3.8s,0,0,0,25,42,3.57,72.0,18,7,0,1,12,407,0,3,1,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Zane Harrison,Titans,Broncos,14,2026,Halfback,80:00,0,0,10,81,15,0,0,0,0,0,1,0,0,4.12s,0,0,0,24,36,2.4,75.68,28,4,0,0,8,204,1,2,1,0,0,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Moeaki Fotuaika,Titans,Broncos,14,2026,Prop,45:00,0,0,10,123,60,12,0,0,0,0,1,9,0,2.96s,0,0,0,1,11,0.1,87.5,21,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24:52,20:16,see prior STATUS.md entries,2026-06-21,True
Oliver Pascoe,Titans,Broncos,14,2026,Hooker,80:00,0,0,7,55,14,0,1,0,0,0,1,2,0,3.46s,5,42,0,112,118,16.0,90.74,49,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Tino Fa'asuamaleaui,Titans,Broncos,14,2026,Prop,62:00,0,0,17,159,67,36,0,0,0,0,0,14,0,4.24s,0,0,0,3,20,0.18,90.0,36,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,31:53,30:35,see prior STATUS.md entries,2026-06-21,True
Arama Hau,Titans,Broncos,14,2026,2nd Row,74:00,0,0,5,43,17,0,0,0,0,0,2,5,0,3.65s,0,0,1,0,5,,86.84,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73:22,-,see prior STATUS.md entries,2026-06-21,True
Beau Fermor,Titans,Broncos,14,2026,2nd Row,80:00,0,0,14,133,64,0,0,1,0,0,1,14,0,3.72s,0,0,1,1,15,0.07,88.24,30,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,80:00,-,see prior STATUS.md entries,2026-06-21,True
Cooper Bai,Titans,Broncos,14,2026,Lock,40:00,0,0,8,82,29,0,1,0,0,0,1,8,0,3.17s,0,0,0,6,14,0.75,88.0,22,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23:46,15:55,see prior STATUS.md entries,2026-06-21,True
Kurtis Morrin,Titans,Broncos,14,2026,Interchange,47:00,1,4,7,60,21,0,0,0,0,0,0,7,0,3.62s,0,0,0,8,18,1.14,100.0,21,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,40:19,06:38,see prior STATUS.md entries,2026-06-21,True
